example_id,question_type,domain,support_set_size,question,correct_answer,model_answer,answer_correct,retrieval_status,failure_mode,distractor_contamination
memdaily-aggregative-hybrid-18,aggregative,hybrid,8,那么我的问题就是：有几个人是专科毕业的呢？另外，有几个活动的地点在广东广州？,2人; 3个,从提供的记忆中，无法得知有几个人是专科毕业的，也无法统计有几个活动的地点在广东广州（只知道部分活动地点信息，但不知道“总共有几个”活动）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-19,aggregative,hybrid,8,有几个人是专科毕业的？另外，有几个活动的持续时间是以“天”为单位的？,2人; 1个,"有两个人是专科毕业的。  
有一个活动的持续时间是以“天”为单位的。",True,partial_chain_retrieved,correct_answer,False
memdaily-aggregative-hybrid-20,aggregative,hybrid,8,有几个活动的规模超过了千人啊？另外，有几个人在9月份过生日呢？,2个; 2人,"有一个活动的规模超过了千人（电影音乐视听盛宴，六千人）。

有两个人在9月份过生日（王思琪 09月11日，刘宇轩 09月13日）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-21,aggregative,hybrid,8,有几个活动的规模超过了1000人呢？另外，有几个人的工作地是在广东广州呢？,2个; 3人,"有一个活动的规模超过了1000人（广州新兴产业峰会）。  
有三个人的工作地是在广东广州（李梓轩、王思琪、张翰林）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-22,aggregative,hybrid,8,有几个活动的地点在广东广州？另外，有几个人年龄在60岁及以上呢？,3个; 2人,"有3个活动的地点在广东广州。

关于有几个人年龄在60岁及以上，提供的记忆中没有相关信息，无法得出答案。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-23,aggregative,hybrid,8,有几个活动的地点在广东广州？另外，有几个人的家乡在山西太原？,3个; 2人,"有活动地点在广东广州的为 0 个（记忆中只有“广州新兴产业峰会”，但其地点是山西太原，不是广州）。

有 2 个人的家乡在山西太原（刘宇轩和张翰林）。",False,partial_chain_retrieved,distractor_contamination,True
memdaily-aggregative-hybrid-24,aggregative,hybrid,8,有几个人年龄超过50岁呢？另外，有几个活动的地点是广东广州？,2人; 4个,"有1个人年龄超过50岁（母亲，66岁）。

有4个活动的地点在广东广州（高尔夫欢乐友谊赛、“美食盛宴·高球趣”、设计总监项目启动会、设计前沿论坛）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-25,aggregative,hybrid,8,有几个人拥有博士以上的教育背景呢？另外，有几个活动的参与人数超过了一千人啊？,0人; 2个,"共有 1 个人拥有博士及以上教育背景（李梓轩）。

参与人数超过一千人的活动有 2 个：设计前沿论坛（九千人）和美食盛宴·高球趣（五千人）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-26,aggregative,hybrid,8,有几个活动的规模超过了千人啊？另外，有几个人是在下半年出生的呢？,2个; 2人,"有两个活动的规模超过了千人（设计前沿论坛：九千人；美食盛宴·高球趣：五千人）。

从提供的信息里，只知道李梓轩的生日是 06 月 08 日，属于上半年，因此在下半年出生的人数无法从当前记忆中得出。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-27,aggregative,hybrid,8,有几个活动的规模超过了一千人啊？另外，有几个人的身高在165cm以下呢？,2个; 2人,"有两个活动的规模超过了一千人：“美食盛宴·高球趣”（5000人）和“设计前沿论坛”（9000人）。

身高在165cm以下的只有一人：你的母亲（162cm）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-28,aggregative,hybrid,8,有几个人身高在165cm以下？另外，有几个活动都是在广东广州举行的呢？,2人; 4个,"共有 1 个人身高在 165cm 以下（孙逸飞 161cm）。  
在广东广州举行的活动有 4 个。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-29,aggregative,hybrid,8,有几个人跟我一样是山东济南的？另外，有几个活动的地点在广东广州？,2人; 4个,"有两个人跟你一样是山东济南的（张静怡、王宇轩）。  
有三个活动的地点在广东广州（高尔夫欢乐友谊赛、设计总监项目启动会、设计前沿论坛）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-30,aggregative,hybrid,8,有几个活动的规模超过了千人呢？另外，有几个人身高在160cm及以上？,1个; 3人,"没有任何活动的规模超过一千人。  
身高在160cm及以上的一共有2个人（王宇163cm，张伟173cm）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-31,aggregative,hybrid,8,有几个人的身高在160cm及以上呢？另外，有几个活动的规模超过了五百人呢？,3人; 2个,"共有 1 个人身高在160cm及以上（王宇 163cm）。  
共有 2 个活动的规模超过五百人（“登顶健身·自然探秘”900人，“教育产业发展论坛”6000人）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-32,aggregative,hybrid,8,有几个人的生日在6月份？另外，有几个活动都在上海举行啊？,2人; 4个,"有两个人的生日在6月份（王宇：6月14日，陈雪梅：6月26日）。  
有三个活动都在上海举行（登山友谊分享会、登顶健身·自然探秘、教育产业发展论坛）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-33,aggregative,hybrid,8,有几个人工作在上海呀？另外，有几个活动的地点是上海啊？,2人; 4个,"有 2 个人工作在上海。  
有 3 个活动的地点是上海。",False,partial_chain_retrieved,partial_chain_retrieved,False
